,lambda [nm],gain
143,2702.0902493962453,0.001084546055758327
144,2701.846726468962,0.001084546055758327
145,2701.6032474321983,0.001084546055758327
146,2701.359812274089,0.001084546055758327
147,2701.116420982774,0.001084546055758327
148,2700.8730735463964,0.001084546055758327
149,2700.629769953106,0.001084546055758327
150,2700.386510191054,0.001084546055758327
151,2700.143294248398,0.001084546055758327
152,2699.9001221132985,0.001084546055758327
153,2699.6569937739205,0.001084546055758327
154,2699.4139092184337,0.001084546055758327
155,2699.170868435013,0.001084546055758327
156,2698.9278714118345,0.001084546055758327
157,2698.684918137082,0.001084546055758327
158,2698.442008598942,0.001084546055758327
159,2698.199142785604,0.001084546055758327
160,2697.9563206852654,0.001084546055758327
161,2697.713542286123,0.001084546055758327
162,2697.470807576382,0.001084546055758327
163,2697.2281165442496,0.001084546055758327
164,2696.985469177938,0.001084546055758327
165,2696.7428654656633,0.001084546055758327
166,2696.5003053956466,0.001084546055758327
167,2696.257788956112,0.001084546055758327
168,2696.015316135289,0.001084546055758327
169,2695.7728869214106,0.001084546055758327
170,2695.530501302714,0.001084546055758327
171,2695.288159267442,0.001084546055758327
172,2695.045860803839,0.001084546055758327
173,2694.803605900156,0.001084546055758327
174,2694.561394544648,0.001084546055758327
175,2694.319226725572,0.001084546055758327
176,2694.0771024311925,0.001084546055758327
177,2693.8350216497756,0.001084546055758327
178,2693.592984369593,0.001084546055758327
179,2693.3509905789197,0.001084546055758327
180,2693.1090402660357,0.001084546055758327
181,2692.8671334192245,0.001084546055758327
182,2692.625270026775,0.001084546055758327
183,2692.383450076979,0.001084546055758327
184,2692.141673558133,0.001084546055758327
185,2691.8999404585384,0.001084546055758327
186,2691.658250766499,0.001084546055758327
187,2691.4166044703243,0.001084546055758327
188,2691.1750015583284,0.001084546055758327
189,2690.9334420188275,0.001084546055758327
190,2690.6919258401444,0.001084546055758327
191,2690.450453010605,0.001084546055758327
192,2690.2090235185387,0.001084546055758327
193,2689.9676373522807,0.001084546055758327
194,2689.7262945001685,0.001084546055758327
195,2689.4849949505456,0.001084546055758327
196,2689.243738691758,0.001084546055758327
197,2689.0025257121574,0.001084546055758327
198,2688.7613560000987,0.001084546055758327
199,2688.5202295439417,0.001084546055758327
200,2688.279146332049,0.001084546055758327
201,2688.0381063527893,0.001084546055758327
202,2687.7971095945345,0.001084546055758327
203,2687.5561560456595,0.001084546055758327
204,2687.315245694546,0.001084546055758327
205,2687.0743785295776,0.001084546055758327
206,2686.833554539143,0.001084546055758327
207,2686.592773711635,0.001084546055758327
208,2686.3520360354505,0.001084546055758327
209,2686.11134149899,0.001084546055758327
210,2685.87069009066,0.001084546055758327
211,2685.6300817988686,0.001084546055758327
212,2685.3895166120296,0.001084546055758327
213,2685.1489945185617,0.001084546055758327
214,2684.908515506885,0.001084546055758327
215,2684.6680795654265,0.001084546055758327
216,2684.4276866826167,0.001084546055758327
217,2684.1873368468887,0.001084546055758327
218,2683.9470300466814,0.001084546055758327
219,2683.7067662704376,0.001084546055758327
220,2683.466545506604,0.001084546055758327
221,2683.2263677436313,0.001084546055758327
222,2682.9862329699736,0.001084546055758327
223,2682.746141174091,0.001084546055758327
224,2682.506092344447,0.001084546055758327
225,2682.2660864695076,0.001084546055758327
226,2682.026123537745,0.001084546055758327
227,2681.7862035376356,0.001084546055758327
228,2681.546326457658,0.001084546055758327
229,2681.3064922862955,0.001084546055758327
230,2681.066701012038,0.001084546055758327
231,2680.8269526233757,0.001084546055758327
232,2680.587247108806,0.001084546055758327
233,2680.3475844568284,0.001084546055758327
234,2680.1079646559474,0.001084546055758327
235,2679.8683876946725,0.001084546055758327
236,2679.628853561515,0.001084546055758327
237,2679.3893622449923,0.001084546055758327
238,2679.1499137336255,0.001084546055758327
239,2678.910508015939,0.001084546055758327
240,2678.6711450804614,0.001084546055758327
241,2678.4318249157272,0.001084546055758327
242,2678.192547510273,0.001084546055758327
243,2677.95331285264,0.001084546055758327
244,2677.7141209313736,0.001084546055758327
245,2677.4749717350232,0.001084546055758327
246,2677.235865252143,0.001084546055758327
247,2676.99680147129,0.001084546055758327
248,2676.7577803810264,0.001084546055758327
249,2676.5188019699185,0.001084546055758327
250,2676.279866226535,0.001084546055758327
251,2676.040973139451,0.001084546055758327
252,2675.8021226972446,0.001084546055758327
253,2675.563314888497,0.001084546055758327
254,2675.3245497017956,0.001084546055758327
255,2675.0858271257307,0.001084546055758327
256,2674.847147148896,0.001084546055758327
257,2674.6085097598907,0.001084546055758327
258,2674.3699149473164,0.001084546055758327
259,2674.1313626997803,0.001084546055758327
260,2673.8928530058934,0.001084546055758327
261,2673.65438585427,0.001084546055758327
262,2673.415961233529,0.001084546055758327
263,2673.1775791322934,0.001084546055758327
264,2672.93923953919,0.001084546055758327
265,2672.7009424428497,0.001084546055758327
266,2672.4626878319077,0.001084546055758327
267,2672.224475695003,0.001084546055758327
268,2671.9863060207795,0.001084546055758327
269,2671.7481787978827,0.001084546055758327
270,2671.510094014965,0.001084546055758327
271,2671.272051660682,0.001084546055758327
272,2671.034051723692,0.001084546055758327
273,2670.796094192659,0.001084546055758327
274,2670.55817905625,0.001084546055758327
275,2670.320306303137,0.001084546055758327
276,2670.0824759219954,0.001084546055758327
277,2669.844687901504,0.001084546055758327
278,2669.606942230347,0.001084546055758327
279,2669.369238897212,0.001084546055758327
280,2669.1315778907906,0.001084546055758327
281,2668.893959199778,0.001084546055758327
282,2668.656382812874,0.001084546055758327
283,2668.4188487187826,0.001084546055758327
284,2668.1813569062106,0.001084546055758327
285,2667.9439073638714,0.001084546055758327
286,2667.706500080479,0.001084546055758327
287,2667.469135044754,0.001084546055758327
288,2667.2318122454203,0.001084546055758327
289,2666.994531671205,0.001084546055758327
290,2666.7572933108404,0.001084546055758327
291,2666.5200971530626,0.001084546055758327
292,2666.2829431866107,0.001084546055758327
293,2666.0458314002294,0.001084546055758327
294,2665.8087617826654,0.001084546055758327
295,2665.5717343226706,0.001084546055758327
296,2665.3347490090023,0.001084546055758327
297,2665.0978058304186,0.001084546055758327
298,2664.860904775684,0.001084546055758327
299,2664.624045833567,0.001084546055758327
300,2664.387228992838,0.001084546055758327
301,2664.1504542422736,0.001084546055758327
302,2663.913721570654,0.001084546055758327
303,2663.6770309667622,0.001084546055758327
304,2663.440382419386,0.001084546055758327
305,2663.2037759173177,0.001084546055758327
306,2662.9672114493524,0.001084546055758327
307,2662.73068900429,0.001084546055758327
308,2662.4942085709345,0.001084546055758327
309,2662.257770138093,0.001084546055758327
310,2662.021373694578,0.001084546055758327
311,2661.785019229204,0.001084546055758327
312,2661.5487067307913,0.001084546055758327
313,2661.3124361881637,0.001084546055758327
314,2661.0762075901475,0.001084546055758327
315,2660.8400209255756,0.001084546055758327
316,2660.603876183283,0.001084546055758327
317,2660.367773352108,0.001084546055758327
318,2660.131712420896,0.001084546055758327
319,2659.8956933784925,0.001084546055758327
320,2659.6597162137496,0.001084546055758327
321,2659.423780915523,0.001084546055758327
322,2659.187887472671,0.001084546055758327
323,2658.952035874057,0.001084546055758327
324,2658.7162261085487,0.001084546055758327
325,2658.480458165016,0.001084546055758327
326,2658.244732032335,0.001084546055758327
327,2658.009047699384,0.001084546055758327
328,2657.7734051550465,0.001084546055758327
329,2657.5378043882088,0.001084546055758327
330,2657.302245387762,0.001084546055758327
331,2657.0667281426,0.001084546055758327
332,2656.831252641623,0.001084546055758327
333,2656.595818873732,0.001084546055758327
334,2656.360426827834,0.001084546055758327
335,2656.12507649284,0.001084546055758327
336,2655.8897678576636,0.001084546055758327
337,2655.6545009112237,0.001084546055758327
338,2655.4192756424427,0.001084546055758327
339,2655.184092040246,0.001084546055758327
340,2654.948950093564,0.001084546055758327
341,2654.713849791331,0.001084546055758327
342,2654.4787911224844,0.001084546055758327
343,2654.2437740759665,0.001084546055758327
344,2654.0087986407225,0.001084546055758327
345,2653.7738648057025,0.001084546055758327
346,2653.5389725598607,0.001084546055758327
347,2653.304121892153,0.001084546055758327
348,2653.069312791542,0.001084546055758327
349,2652.8345452469925,0.001084546055758327
350,2652.599819247474,0.001084546055758327
351,2652.3651347819596,0.001084546055758327
352,2652.130491839426,0.001084546055758327
353,2651.8958904088545,0.001084546055758327
354,2651.6613304792295,0.001084546055758327
355,2651.4268120395404,0.001084546055758327
356,2651.192335078779,0.001084546055758327
357,2650.9578995859424,0.001084546055758327
358,2650.72350555003,0.001084546055758327
359,2650.4891529600472,0.001084546055758327
360,2650.2548418050023,0.001084546055758327
361,2650.0205720739064,0.001084546055758327
362,2649.7863437557758,0.001084546055758327
363,2649.5521568396307,0.001084546055758327
364,2649.3180113144945,0.001084546055758327
365,2649.0839071693945,0.001084546055758327
366,2648.8498443933627,0.001084546055758327
367,2648.615822975434,0.001084546055758327
368,2648.3818429046482,0.001084546055758327
369,2648.1479041700477,0.001084546055758327
370,2647.9140067606795,0.001084546055758327
371,2647.680150665595,0.001084546055758327
372,2647.4463358738485,0.001084546055758327
373,2647.2125623744982,0.001084546055758327
374,2646.9788301566077,0.001084546055758327
375,2646.745139209242,0.001084546055758327
376,2646.511489521472,0.001084546055758327
377,2646.2778810823716,0.001084546055758327
378,2646.044313881018,0.001084546055758327
379,2645.8107879064937,0.001084546055758327
380,2645.5773031478843,0.001084546055758327
381,2645.343859594279,0.001084546055758327
382,2645.110457234771,0.001084546055758327
383,2644.877096058457,0.001084546055758327
384,2644.6437760544386,0.001084546055758327
385,2644.4104972118207,0.001084546055758327
386,2644.1772595197117,0.001084546055758327
387,2643.944062967224,0.001084546055758327
